Телефон_new,ЧислоЗаказов,ОбщаяСуммаПокупок,ОбщееКоличествоТоваров,СреднийЧек,СрКолТоваров_вЧеке,G2_ДЕТСКОЕ ПИТАНИЕ,G2_ИГРУШКИ,"G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ",G2_КОСМЕТИКА/ГИГИЕНА,G2_КРУПНОГАБАРИТНЫЙ ТОВАР,G2_ОБУВЬ,G2_ПОДГУЗНИКИ,G2_СОПУТСТВУЮЩИЕ ТОВАРЫ,"G2_ТЕКСТИЛЬ, ТРИКОТАЖ",G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,K9_Кластер,K10_Кластер,K11_Кластер,G8_Кластер,G9_Кластер,G10_Кластер,G11_Кластер
55575054-48554953574870,1,1199.0,1,1199.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48555049525674,1,434.0,1,434.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-48555052555376,2,2850.0,3,1425.0,1.5,0,3,0,0,0,0,0,0,0,0,1,0,0,5,2,0,2
55575054-48555057565573,1,4813.0,12,4813.0,12.0,0,7,0,2,0,0,1,0,2,0,3,3,6,4,5,5,9
55575054-48555149545077,1,3325.0,1,3325.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-48555149555779,1,2089.0,1,2089.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48555154534870,2,4379.0,4,2189.5,2.0,0,0,0,0,0,0,2,0,2,0,5,6,3,5,2,0,2
55575054-48555155575670,4,6837.0,7,1709.25,1.75,0,0,0,0,0,0,4,0,0,1,5,6,3,5,5,7,10
55575054-48555157544976,1,1158.0,1,1158.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48555249575275,1,474.0,6,474.0,6.0,4,0,0,0,0,0,0,0,0,0,6,7,9,0,0,5,9
55575054-48555250565670,1,4749.0,1,4749.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-48555255574973,1,499.0,1,499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-48555256494971,1,1096.0,4,1096.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-48555256544879,1,166.0,1,166.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-48555357535279,1,630.0,2,630.0,2.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,3
55575054-48555449555271,1,1337.0,3,1337.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55575054-48555455545371,1,2230.0,2,2230.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48555548525271,1,1214.0,2,1214.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55575054-48555549495570,1,970.0,4,970.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-48555553494970,1,3013.0,5,3013.0,5.0,0,0,0,2,0,0,1,0,0,0,4,5,5,5,5,8,5
55575054-48555557505277,1,379.0,2,379.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48555557525077,1,1425.0,1,1425.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-48555557535779,1,690.0,1,690.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48555557575575,1,2158.0,2,2158.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48555650505374,1,3080.0,4,3080.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-48555652495171,1,2757.0,4,2757.0,4.0,0,2,0,0,0,0,1,0,0,1,1,0,8,3,3,9,3
55575054-48555652495270,1,1147.0,3,1147.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55575054-48555653514875,1,2100.0,1,2100.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48555653525278,1,1843.0,7,1843.0,7.0,0,0,0,6,0,0,1,0,0,0,4,5,5,5,5,8,5
55575054-48555749495673,1,299.0,1,299.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-48555751525274,2,2513.0,5,1256.5,2.5,0,3,0,0,0,0,0,0,0,2,1,0,0,5,5,0,10
55575054-48564850495575,1,1348.0,1,1348.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48564855525570,3,3370.0,5,1123.33,1.67,1,0,0,0,0,1,0,0,3,0,0,1,2,0,0,7,0
55575054-48564857574870,1,2799.0,1,2799.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48564953484973,1,2300.0,8,2300.0,8.0,4,0,0,0,0,0,1,0,3,0,6,7,9,0,0,5,9
55575054-48564954504877,1,1012.49,1,1012.49,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-48564957544877,1,4183.0,7,4183.0,7.0,0,0,0,2,0,0,0,0,2,3,4,5,5,6,6,5,9
55575054-48565056565171,1,1600.0,1,1600.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48565148485078,1,1499.0,1,1499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-48565148524875,1,1162.0,1,1162.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48565152505476,1,2011.0,9,2011.0,9.0,1,0,0,0,0,0,1,0,0,0,5,8,1,0,0,5,9
55575054-48565157575370,1,399.0,1,399.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-48565248564976,1,992.0,9,992.0,9.0,3,0,0,0,0,0,0,0,6,0,0,4,10,0,0,5,9
55575054-48565250575270,1,1499.0,1,1499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-48565251555074,1,1125.0,1,1125.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48565252535676,1,2159.0,5,2159.0,5.0,0,1,3,0,0,0,1,0,0,0,8,9,8,1,4,4,9
55575054-48565253485571,1,2209.0,1,2209.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48565253494973,1,889.0,4,889.0,4.0,0,1,0,0,0,0,0,0,3,0,0,1,2,3,3,4,3
55575054-48565254484871,1,3812.0,3,3812.0,3.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575054-48565451555579,2,7725.0,7,3862.5,3.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575054-48565457505279,1,1190.0,1,1190.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-48565457565277,1,1049.0,1,1049.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48565650495475,1,388.0,4,388.0,4.0,0,0,0,0,0,0,0,0,3,1,0,1,2,6,6,9,6
55575054-48565650525171,1,2599.0,1,2599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48565653535278,1,1644.0,11,1644.0,11.0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9
55575054-48565752575578,1,1323.0,1,1323.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-48574848495775,1,1439.0,3,1439.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55575054-48574850495074,1,2163.0,5,2163.0,5.0,0,0,0,0,0,0,3,0,2,0,5,6,3,3,3,4,3
55575054-48574852535074,1,2599.0,1,2599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48574856545771,2,5395.0,3,2697.5,1.5,0,1,0,0,0,0,0,0,2,0,2,1,2,5,2,0,2
55575054-48574951535073,1,2335.0,3,2335.0,3.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575054-48575048535572,1,2079.0,4,2079.0,4.0,0,0,0,0,0,0,0,0,4,0,0,1,2,6,6,1,6
55575054-48575049495078,2,808.0,3,404.0,1.5,0,0,0,2,0,0,1,0,0,0,4,5,5,5,5,0,10
55575054-48575051535671,1,2014.0,1,2014.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-48575056565778,1,1828.0,2,1828.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48575253535170,2,3527.0,5,1763.5,2.5,0,0,0,1,0,0,1,0,3,0,0,1,2,5,5,0,10
55575054-48575350485670,1,2252.0,1,2252.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48575453575774,1,469.0,1,469.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-48575552565278,1,1720.0,1,1720.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-48575554505478,1,799.0,1,799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-48575557525177,1,2378.0,8,2378.0,8.0,6,1,0,0,0,0,0,0,0,0,6,7,9,0,0,5,9
55575054-48575650535375,1,1943.0,3,1943.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-48575751535379,1,4979.0,3,4979.0,3.0,0,1,0,0,0,0,1,0,0,0,5,0,8,1,3,4,3
55575054-48575752485273,1,1369.0,1,1369.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484848534975,1,2680.0,1,2680.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49484848535278,1,1049.0,1,1049.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484850515570,1,3040.0,1,3040.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49484850535272,1,2175.0,2,2175.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49484850575379,1,589.0,1,589.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484853535771,1,1599.0,1,1599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484853575671,2,979.0,2,489.5,1.0,0,1,0,0,0,0,0,0,0,1,1,0,8,5,5,0,10
55575054-49484854535777,3,2683.0,5,894.33,1.67,0,0,0,1,0,0,3,0,1,0,5,6,3,5,5,7,10
55575054-49484856515275,1,1680.0,2,1680.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49484857515070,2,2446.0,3,1223.0,1.5,2,0,0,0,0,1,0,0,0,0,2,8,1,0,0,7,0
55575054-49484857555178,2,10470.0,11,5235.0,5.5,0,0,1,1,0,0,3,0,0,0,5,6,3,0,4,7,0
55575054-49484948505377,3,7028.0,6,2342.67,2.0,0,0,0,0,0,0,3,0,0,0,5,6,3,5,5,3,10
55575054-49484949535374,1,694.0,4,694.0,4.0,0,0,0,3,0,0,0,0,0,0,4,5,5,6,6,8,5
55575054-49484950505377,1,798.0,1,798.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484950515279,1,1608.0,1,1608.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484950575770,1,729.0,2,729.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484951555479,1,462.0,1,462.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484953505177,1,699.0,1,699.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49484955495270,1,3299.0,1,3299.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49484956495172,1,3731.0,9,3731.0,9.0,0,4,0,1,0,0,1,0,2,0,3,3,0,5,5,5,9
55575054-49485053534873,1,3298.0,2,3298.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575054-49485053555179,1,686.0,7,686.0,7.0,0,1,0,3,0,0,0,0,3,0,4,5,5,5,5,5,9
55575054-49485055504977,1,399.0,1,399.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49485056485171,1,3390.0,2,3390.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49485148515572,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49485148535178,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49485149555470,1,789.0,2,789.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55575054-49485149555775,1,1476.0,1,1476.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485152535770,1,1805.0,1,1805.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49485157565179,1,1406.0,1,1406.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485248495578,1,3288.0,2,3288.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,8,3,3,9,3
55575054-49485250515179,2,4226.0,4,2113.0,2.0,0,1,0,0,0,0,3,0,0,0,5,6,3,5,2,0,2
55575054-49485253575376,1,549.0,3,549.0,3.0,0,0,0,3,0,0,0,0,0,0,4,5,5,6,6,8,5
55575054-49485256535778,1,1890.0,7,1890.0,7.0,0,6,0,0,0,0,0,0,1,0,3,3,6,3,3,4,3
55575054-49485348484871,1,1365.0,1,1365.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485350575372,1,2140.0,12,2140.0,12.0,6,0,0,0,0,0,1,0,0,0,6,7,9,0,0,5,9
55575054-49485351545575,1,6449.0,2,6449.0,2.0,0,0,0,0,2,0,0,0,0,0,7,2,4,3,3,6,3
55575054-49485353515670,2,2827.0,9,1413.5,4.5,0,0,2,0,1,0,0,0,0,0,8,8,1,0,0,3,0
55575054-49485353545470,2,5808.0,5,2904.0,2.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575054-49485355545676,1,5690.0,1,5690.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49485356495572,1,1999.0,1,1999.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49485357545476,1,5225.0,1,5225.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49485448485776,1,2098.0,2,2098.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49485448505572,1,1062.0,4,1062.0,4.0,0,2,0,0,0,0,0,0,0,1,1,0,8,3,3,5,3
55575054-49485452525179,1,199.0,1,199.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485453545470,2,2429.0,6,1214.5,3.0,0,0,0,0,0,0,0,0,6,0,0,4,10,5,2,0,2
55575054-49485456504870,1,4650.0,2,4650.0,2.0,0,0,0,0,1,0,0,0,1,0,2,8,4,3,3,9,3
55575054-49485549495275,1,4180.0,1,4180.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49485551495272,1,798.0,2,798.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55575054-49485553485476,1,1092.0,2,1092.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,8,5,5,5,9
55575054-49485556535370,1,1349.0,2,1349.0,2.0,0,0,0,0,0,0,0,0,1,1,2,8,1,6,6,9,6
55575054-49485556565577,1,13300.0,1,13300.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575054-49485557485170,1,3676.0,15,3676.0,15.0,6,0,0,0,0,0,1,0,0,0,6,7,9,0,0,5,9
55575054-49485648535774,1,599.0,1,599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485648564970,1,2299.0,1,2299.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49485649485170,2,2882.0,4,1441.0,2.0,0,0,0,0,0,0,3,0,0,0,5,6,3,5,5,0,10
55575054-49485650565278,1,1132.0,2,1132.0,2.0,0,0,0,2,0,0,0,0,0,0,4,5,5,6,6,8,5
55575054-49485656515779,1,1289.0,6,1289.0,6.0,0,0,0,0,0,0,1,0,0,2,5,8,1,3,3,8,3
55575054-49485656555578,1,386.0,2,386.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485657545471,1,423.0,3,423.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49485748485270,2,755.0,2,377.5,1.0,0,2,0,0,0,0,0,0,0,0,1,0,8,5,2,0,2
55575054-49485748545770,2,3028.0,4,1514.0,2.0,0,0,0,0,0,0,0,0,2,2,2,1,2,5,5,0,10
55575054-49485750554878,1,1097.0,1,1097.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485752545071,1,3607.0,3,3607.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49485753535377,1,891.0,1,891.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49485753535479,1,5510.0,4,5510.0,4.0,0,1,0,0,0,0,2,0,0,0,5,6,3,1,3,4,3
55575054-49485754555074,1,1260.0,1,1260.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49485755555579,1,499.0,1,499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49485756535574,1,846.0,3,846.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49485757505276,1,1277.0,4,1277.0,4.0,0,0,3,0,1,0,0,0,0,0,8,9,1,4,4,5,9
55575054-49485757525375,1,7999.0,1,7999.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575054-49494949485173,2,1276.0,6,638.0,3.0,0,0,0,0,0,0,0,2,4,0,0,1,2,2,8,2,8
55575054-49494949495271,2,3106.0,10,1553.0,5.0,0,6,0,2,0,0,1,0,0,0,3,3,6,5,5,0,10
55575054-49494950554871,1,1648.0,2,1648.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49494951524978,1,842.0,2,842.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55575054-49495049494975,1,1600.0,1,1600.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49495049495378,1,2608.0,3,2608.0,3.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575054-49495050565776,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49495053535372,2,6040.0,9,3020.0,4.5,0,0,2,0,0,0,3,0,3,0,0,6,2,4,4,3,4
55575054-49495056484870,1,1922.0,3,1922.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,8,4,4,5,9
55575054-49495056535170,2,1983.0,3,991.5,1.5,0,2,0,0,0,0,0,0,0,1,1,0,8,5,5,0,10
55575054-49495057535775,2,4086.0,6,2043.0,3.0,1,0,0,0,0,0,4,0,0,0,5,6,3,0,0,7,0
55575054-49495152565370,1,2643.0,2,2643.0,2.0,0,0,1,0,0,0,0,0,1,0,2,8,1,4,4,4,9
55575054-49495153574979,1,1450.0,1,1450.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49495157555574,1,689.0,2,689.0,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55575054-49495157574873,1,245.0,3,245.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49495251495575,1,2140.0,2,2140.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49495256485278,1,409.0,1,409.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49495257495772,1,1330.0,7,1330.0,7.0,0,4,3,0,0,0,0,0,0,0,8,9,0,1,1,4,1
55575054-49495348515772,1,3440.0,1,3440.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49495350575579,1,2305.0,1,2305.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49495351565270,1,1200.0,1,1200.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49495352504971,2,2671.0,6,1335.5,3.0,0,4,0,0,0,0,0,0,0,0,3,3,0,5,5,0,10
55575054-49495354555076,1,736.0,1,736.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49495357525173,1,1952.0,4,1952.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-49495448494878,1,3725.3,2,3725.3,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55575054-49495448575474,1,426.0,1,426.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575054-49495449484972,3,3159.0,13,1053.0,4.33,0,0,0,0,0,0,0,0,6,1,0,4,10,5,5,7,0
55575054-49495450555270,1,7467.0,9,7467.0,9.0,0,0,0,8,0,0,0,0,0,0,4,5,5,6,5,8,5
55575054-49495451555678,1,538.0,2,538.0,2.0,0,0,2,0,0,0,0,0,0,0,8,8,1,1,1,4,1
55575054-49495454484874,2,1415.0,2,707.5,1.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55575054-49495454495377,1,437.0,1,437.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49495549545771,1,4460.0,1,4460.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49495550514873,3,13383.0,9,4461.0,3.0,0,0,0,0,1,0,3,0,0,0,5,6,3,5,5,3,4
55575054-49495550565278,2,3539.0,4,1769.5,2.0,0,1,0,0,0,0,1,0,0,1,5,0,8,5,5,0,10
55575054-49495552485270,1,4327.0,2,4327.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55575054-49495552565674,1,3638.0,2,3638.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49495554515470,1,1790.0,1,1790.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49495554524878,1,1242.0,5,1242.0,5.0,0,0,0,5,0,0,0,0,0,0,4,5,5,6,6,8,5
55575054-49495554535170,1,11970.0,1,11970.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575054-49495650535171,1,598.0,1,598.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49495652495672,1,1319.0,1,1319.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49495656495678,1,1909.0,1,1909.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575054-49495754515771,1,3799.0,1,3799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49495755484875,4,6394.0,4,1598.5,1.0,0,1,0,0,1,0,0,0,2,0,2,1,2,5,2,9,2
55575054-49495756534974,1,3031.0,1,3031.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49495757554879,1,1489.0,1,1489.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49504849515379,1,2426.0,2,2426.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
55575054-49504852495270,1,1350.0,1,1350.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49504852505373,1,3135.0,1,3135.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49504855504877,1,2340.0,1,2340.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49504855545676,1,2274.0,4,2274.0,4.0,0,0,0,0,0,0,3,0,0,1,5,6,3,3,3,8,3
55575054-49504857505777,1,759.0,2,759.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49504948515076,2,4113.0,2,2056.5,1.0,0,0,0,0,1,0,0,0,0,1,2,8,4,5,5,0,10
55575054-49504949485271,1,1102.0,1,1102.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49504950565271,1,995.0,1,995.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49504952505473,1,547.0,2,547.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49504952574876,1,2464.0,1,2464.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49504953545077,1,3068.0,11,3068.0,11.0,0,0,0,2,0,0,1,0,8,0,0,4,10,5,5,5,9
55575054-49505048534877,1,660.0,4,660.0,4.0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,4,1
55575054-49505049494873,1,1334.0,2,1334.0,2.0,0,1,0,0,0,1,0,0,0,0,1,0,8,2,2,9,2
55575054-49505051565573,1,2409.0,4,2409.0,4.0,0,2,1,1,0,0,0,0,0,0,1,0,8,4,4,5,9
55575054-49505055485378,1,3099.0,1,3099.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49505056575775,1,1897.0,15,1897.0,15.0,2,0,0,0,0,0,0,0,2,1,6,1,2,0,0,5,9
55575054-49505149525272,1,5224.0,2,5224.0,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55575054-49505149565271,1,599.0,3,599.0,3.0,0,2,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55575054-49505150514975,1,1599.0,1,1599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505152485679,2,1338.0,2,669.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,8,5,2,0,2
55575054-49505153485279,1,2375.0,1,2375.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49505153534971,1,2690.0,2,2690.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505153545576,1,574.0,1,574.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49505156515272,1,365.0,1,365.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55575054-49505156515673,1,1570.0,1,1570.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49505248505076,1,1470.0,3,1470.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49505249575775,1,160.0,1,160.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505250574874,1,474.0,7,474.0,7.0,0,0,0,3,0,0,0,0,0,4,4,5,5,6,6,8,9
55575054-49505252485075,1,1382.0,10,1382.0,10.0,0,0,10,0,0,0,0,0,0,0,8,9,1,4,8,4,1
